0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.99698e-01,1.07410e-01,9.97248e-02,2.18804e-01,2.61484e-01,1.69338e-01,2.71099e-01,1.98305e-01,3.12394e-01,2.34156e-01,9.65170e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.47748e-01,8.00941e-02,7.22215e-02,1.60901e-01,1.91845e-01,1.28827e-01,2.05918e-01,1.37672e-01,2.29972e-01,1.82059e-01,7.72700e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.28613e-01,6.96900e-02,6.18172e-02,1.38357e-01,1.63811e-01,1.10344e-01,1.78256e-01,1.15561e-01,1.98106e-01,1.61384e-01,6.98617e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
-2.04364e-03,-6.07134e-03,-4.89726e-03,-7.21699e-03,-2.97973e-04,3.02743e-03,5.06650e-03,-1.28242e-02,6.25719e-03,1.09924e-02,8.00790e-03,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.24552e-01,6.67334e-02,5.89334e-02,1.31066e-01,1.53524e-01,1.00132e-01,1.65831e-01,1.11183e-01,1.89203e-01,1.55035e-01,6.78952e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.09663e-01,5.82204e-02,5.11507e-02,1.13954e-01,1.34083e-01,8.82156e-02,1.46476e-01,9.51492e-02,1.67547e-01,1.39894e-01,6.20234e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.02623e-01,5.41519e-02,4.72680e-02,1.05148e-01,1.23565e-01,8.11231e-02,1.35887e-01,8.75168e-02,1.56370e-01,1.32220e-01,5.91813e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.70337e-04,-6.60406e-03,-5.64997e-03,-9.14119e-03,-2.28815e-03,3.34194e-04,3.62344e-03,-1.34233e-02,8.10459e-03,1.41583e-02,1.03156e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.04198e-01,5.44900e-02,4.75450e-02,1.04792e-01,1.22236e-01,7.80448e-02,1.33337e-01,8.97965e-02,1.57203e-01,1.32316e-01,5.94097e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.43081e-02,4.87375e-02,4.25382e-02,9.38773e-02,1.10253e-01,7.08493e-02,1.21291e-01,7.97459e-02,1.43868e-01,1.22643e-01,5.55667e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.96125e-02,4.60464e-02,4.00377e-02,8.82510e-02,1.03686e-01,6.65758e-02,1.14692e-01,7.49705e-02,1.36830e-01,1.17703e-01,5.36874e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
1.93421e-03,-7.16516e-03,-6.16775e-03,-1.06906e-02,-3.54242e-03,-1.49289e-03,2.64712e-03,-1.30066e-02,9.74077e-03,1.60885e-02,1.16549e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
