"file","plant","root","order","parentroot","time","DBase","length","mean.diameter","sd.diameter","nlat","branching.angle","tortuosity","surface","volume","lauz"
"PL01_DAS04",1,13,2,1,4,1.45207959038918,0.352531266733329,0.141029147807692,0.0345580969724819,0,88.0818676707723,1.00066569050339,0.159499157642939,0.00581535009869428,0.352531266733329
"PL01_DAS04",1,14,2,1,4,1.51487766847168,1.01245935462541,0.0751637735403846,0.0048166438498504,0,64.1610617813298,1.05049733085486,0.240271991790757,0.00454863954186767,1.01245935462541
"PL01_DAS04",1,15,2,1,4,1.80502815164606,0.658105146398639,0.171834094241026,0.185001621398108,0,71.4690054147531,1.03643022535849,0.361714016630795,0.020904449576001,0.658105146398639
"PL01_DAS04",1,16,2,1,4,1.89528803115798,0.693256090829102,0.0874924482538462,0.0525455149067481,0,56.1450508790401,1.05250440998836,0.216649691766213,0.00617148875001482,0.693256090829102
"PL01_DAS04",1,17,2,1,4,1.81665715879447,0.565411909474001,0.08189354335,0.00346645238039669,0,61.8560752751518,1.05636607490166,0.144033253993397,0.00292082192551163,0.565411909474001
"PL01_DAS04",1,18,2,1,4,2.16151963376226,0.522803633987607,0.0717371200747253,0.0143996403285982,0,80.9445906026551,1.00990168564072,0.119710050767095,0.00223029494432506,0.522803633987607
"PL01_DAS04",1,19,2,1,4,1.95465419564398,0.498956117730766,0.110893469230769,0.0113869227640694,0,59.2161504986041,1.06562974381181,0.174704206497451,0.00489016911885102,0.498956117730766
"PL01_DAS04",1,20,2,1,4,2.24250999049237,0.835552848804099,0.0658901460786325,0.0136159642912445,0,78.9906198690149,1.01024905212109,0.181912851240147,0.00317641097157948,0.835552848804099
"PL01_DAS04",1,21,2,1,4,2.3948370201005,0.308699811820678,0.0878910836692308,0.0451613766483008,0,60.70786002541,1.13779121230614,0.0971362583622911,0.00259675901258949,0.308699811820678
"PL01_DAS04",1,22,2,1,4,2.34411768175733,0.318438496578118,0.106075185701923,0.0580225231130208,0,68.5790328148504,1.0422117009819,0.114619983467735,0.00356060326715945,0.318438496578118
"PL01_DAS04",1,23,2,1,4,2.61330730431903,0.255329635138002,0.0673992450980769,0.0116885836600389,0,67.6279816936218,1.03726773850038,0.055081956628071,0.000951569025869644,0.255329635138002
"PL01_DAS04",1,24,2,1,4,2.54680137675456,0.199035036458309,0.0797788254820513,0.0141126702702048,0,79.2176900926566,1.01941102569856,0.0514859775245024,0.0010618216773725,0.199035036458309
"PL01_DAS04",1,25,2,1,4,2.7796885207759,0.135570217092,0.0519820717128205,0.0114866207055185,0,86.4665385752243,1.00279361916861,0.0233812987775799,0.000321127425076048,0.135570217092
"PL01_DAS04",1,26,2,1,4,2.87104054001478,0.402750980893927,0.134366279009231,0.110894379355618,0,76.6374990284178,1.01183205324811,0.187449273622335,0.00822173553782596,0.402750980893927
"PL01_DAS04",1,27,2,1,4,3.05127524280765,0.258904551564841,0.141653706698077,0.0847047995837598,0,71.3449963248516,1.02548415843019,0.105772655192593,0.00353108725116049,0.258904551564841
"PL01_DAS04",1,28,2,1,4,2.97064222158394,0.382442469282053,0.0530675791384615,0.0014787221082354,0,71.3603675087544,1.02792994604213,0.0640869293447003,0.000854747098516,0.382442469282053
"PL01_DAS04",1,29,2,1,4,3.05712228938749,0.367424533170639,0.0683618007138462,0.0181137801457795,0,92.2109733034572,1.01843867436143,0.0836982019697679,0.0015279537605377,0.367424533170639
"PL01_DAS04",1,30,2,1,4,3.18612088706389,0.223484400681143,0.0488344063461538,0.00564751575878946,0,83.3673332950002,1.00559779119234,0.0347047373186562,0.000431503540009465,0.223484400681143
"PL01_DAS04",1,31,2,1,4,3.20192626508368,0.251111974323575,0.0586164868288462,0.0235518911589852,0,83.97304571339,1.00198322372389,0.0474214224155457,0.000755506846696722,0.251111974323575
"PL01_DAS04",1,32,2,1,4,3.30508665887673,0.190824514299542,0.0662980530096154,0.0196213338562097,0,74.4422020378897,1.01760459520371,0.0395852749886051,0.000672456337061729,0.190824514299542
"PL01_DAS04",1,33,2,1,4,3.37718199808674,0.306789295864871,0.0801958259115385,0.0260626289953859,0,89.2651622491205,1.00560567759229,0.0781908912499783,0.00165262135793271,0.306789295864871
"PL01_DAS04",1,34,2,1,4,3.51204166845614,0.286500171316963,0.05220173964,0.00919858136745917,0,80.5729900582237,1.00919934647901,0.0485670140040529,0.000660276059008956,0.286500171316963
"PL01_DAS04",1,35,2,1,4,3.64628617496581,0.218055075963137,0.0554975971384615,0.0159435797626998,0,76.4380747321499,1.02520644130005,0.0401861007953098,0.00059598207557795,0.218055075963137
"PL01_DAS04",1,36,2,1,4,3.89818358800974,0.185299088542895,0.0566754149211538,0.0199896979301585,0,82.1551832059258,1.01089816167992,0.035285517399863,0.000545796923848036,0.185299088542895
"PL08_DAS04",1,1,1,0,4,0,17.721858792197,0.151771551110219,0.0227819077316834,11,4.05602636449962,1.0267033545071,8.4377893164233,0.323840500782283,15.6048219394903
"PL08_DAS04",1,2,2,1,4,0.0577579443484539,1.39830363933237,0.172037227973077,0.099129301076164,0,46.3505936496895,1.04980757287251,0.766889782015413,0.0391666543880414,1.39830363933237
"PL08_DAS04",1,3,2,1,4,0.904614361348638,0.43773464259269,0.131894776361538,0.0805648356705756,0,43.3911055015866,1.00633378978948,0.147508687155207,0.00433218085741407,0.43773464259269
"PL08_DAS04",1,4,2,1,4,1.70542175018469,0.411546375097025,0.0921052664446154,0.0261455975023689,0,51.993998937735,1.03018331510826,0.127294943395498,0.00318844289168758,0.411546375097025
"PL08_DAS04",1,5,2,1,4,1.26973841952453,0.435277500133989,0.107470194,0,0,50.0080178591534,1.11765700776447,0.146961685494822,0.00394850021267388,0.435277500133989
"PL08_DAS04",1,6,2,1,4,1.94895746424676,0.288056939131388,0.0820331014519231,0.0323651648960165,0,50.7758128550489,1.14521044449993,0.0786466720250789,0.00179187049426216,0.288056939131388
"PL08_DAS04",1,7,2,1,4,2.1170368527067,0.271481161048806,0.0764937883673077,0.0319301806856896,0,67.1540268655117,1.06947470378386,0.0723431470558453,0.00160367896760295,0.271481161048806
"PL08_DAS04",1,8,2,1,4,0.382347434082959,1.71683192068957,0.114837535175824,0.0320083197642882,0,11.7652908118122,1.13907174288007,0.632799293347107,0.0194622690391527,1.71683192068957
"PL08_DAS04",1,9,2,1,4,0.554416115567098,0.727773271052278,0.0819422871711538,0.0128596535099095,0,43.0326566888949,1.08447841494248,0.19935864627428,0.00435384150692732,0.727773271052278
"PL08_DAS04",1,10,2,1,4,0.223693588602021,0.833797082225356,0.0875639795384615,0.00521754120724838,0,37.6782210668674,1.04768920886432,0.229675794558626,0.00504092927571141,0.833797082225356
"PL08_DAS04",1,11,2,1,4,1.09987652268524,0.361347481714962,0.0845879494615385,0.0251325717701489,0,60.1588532834132,1.0599464230167,0.0954919611222864,0.00205821412171755,0.361347481714962
"PL08_DAS04",1,12,2,1,4,0.530527986573814,1.27395308990893,0.125894513846154,0.0227794759636814,0,27.2760293979914,1.20697383141499,0.492249141104733,0.0154557246467721,1.27395308990893
"PL10_DAS04",1,1,1,0,4,0,16.8770923516564,0.145515226973034,0.0199536747247759,22,19.1248722755537,1.0309534345054,7.50376603394913,0.268306453332118,14.4819986229159
"PL10_DAS04",1,2,2,1,4,1.94603971581578,0.376594753586231,0.0582173068602564,0.0171224623354812,0,65.3205023318167,1.04992578270078,0.0712478757795064,0.00110974752013414,0.376594753586231
"PL10_DAS04",1,3,2,1,4,1.28181033784368,0.426325405975354,0.0390079341369231,0.0182135609568739,0,69.1724912001374,1.02298857923206,0.0572763003231146,0.000668320895671933,0.426325405975354
"PL10_DAS04",1,4,2,1,4,1.65016016700976,0.26232500140019,0.0463779628211538,0.0212452726597767,0,75.8352079950538,1.01552614452167,0.0423582322404808,0.000565982661703687,0.26232500140019
"PL10_DAS04",1,5,2,1,4,1.50276016040288,0.406848395362671,0.0760746711246154,0.0224703145125798,0,73.1737712193199,1.01459605324532,0.102565775743964,0.00211269957963133,0.406848395362671
"PL10_DAS04",1,6,2,1,4,1.90797664372767,0.14927903934202,0.0420074008589744,0.00337671283472157,0,87.7561035744959,1.00234989464838,0.020290972502044,0.000219427121978914,0.14927903934202
"PL10_DAS04",1,7,2,1,4,1.04513119551209,0.336732294092298,0.0683891336538462,0,0,75.9688447082707,1.02742223940561,0.0723472027285627,0.00123694062922139,0.336732294092298
"PL10_DAS04",1,8,2,1,4,1.03952323625723,0.267494455876855,0.0641235792807692,0.0185279605403075,0,75.117252524933,1.02923766230457,0.0569722089915178,0.000988028775377231,0.267494455876855
"PL10_DAS04",1,9,2,1,4,0.964236581491978,0.356019154333785,0.0445915434538462,0.00938458198118159,0,77.3136311248472,1.00761557651214,0.0491012355245948,0.000547184750382436,0.356019154333785
"PL10_DAS04",1,10,2,1,4,0,0.815046307065204,0.0632249264666667,0.0143915048397736,0,74.9200992606387,1.05868353325574,0.17880191471007,0.00318282940071602,0.815046307065204
"PL10_DAS04",1,11,2,1,4,0.00355769775618153,1.14647660934592,0.055496436020979,0.0113968465382156,0,60.514443698097,1.1025361256135,0.203967146884692,0.00296764423641359,1.14647660934592
"PL10_DAS04",1,12,2,1,4,0.34617394079443,0.507837627453167,0.110697026282051,0.028587386364642,0,56.4080726010776,1.27242308751589,0.175105240303216,0.00493936466269159,0.507837627453167
"PL10_DAS04",1,13,2,1,4,0.16573231669009,0.655380325445905,0.0559036454461539,0.0179719250647705,0,51.374758924328,1.0551798536273,0.124078378710798,0.0019402719776599,0.655380325445905
"PL10_DAS04",1,14,2,1,4,0.560977022050734,0.584218894058129,0.0547098159430769,0.00724360988197921,0,51.77833740778,1.06583802313341,0.104550230433626,0.00149525716611348,0.584218894058129
"PL10_DAS04",1,15,2,1,4,0.754964597902233,0.539952549712882,0.0846674091282051,0.0153447915653451,0,65.3194106478648,1.04720397672246,0.143762527650654,0.00310370430673667,0.539952549712882
"PL10_DAS04",1,16,2,1,4,1.21785696365005,0.348970320948536,0.0610550570576923,0.0146517214711025,0,92.3541636038883,1.00046442071294,0.070161758651393,0.00113478868776239,0.348970320948536
"PL10_DAS04",1,17,2,1,4,1.2699813178949,0.407855604460567,0.0583188583723077,0.0307023208636539,0,68.3169004220127,1.03123821844469,0.0881366359925026,0.00160612545785105,0.407855604460567
"PL10_DAS04",1,18,2,1,4,1.36010638953914,0.391494139358286,0.0519917203261539,0.0195231979544912,0,69.2641906921025,1.03225715870004,0.0716666975675344,0.00109861126933359,0.391494139358286
"PL10_DAS04",1,19,2,1,4,2.39509372874057,0.175191578032798,0.0547540248384615,0.00177472668750536,0,83.2382554293503,1.00941933128945,0.0299359395130058,0.000407115399339008,0.175191578032798
"PL10_DAS04",1,20,2,1,4,2.20015921188309,0.146893725903064,0.050356008,0.0143030456724678,0,83.8901790131481,1.01743632030996,0.0259003677976601,0.000360068115560847,0.146893725903064
"PL10_DAS04",1,21,2,1,4,1.96241622681539,0.275157283893894,0.0821438137019231,0.0424961590730641,0,89.7580697975328,1.00224459627194,0.0821160649068888,0.00206394138171932,0.275157283893894
"PL10_DAS04",1,22,2,1,4,1.74377618731404,0.434614669896039,0.0655051883461538,0.0250180130879543,0,81.6162062068663,1.01591180693021,0.0961321605342499,0.00182763945247823,0.434614669896039
"PL10_DAS04",1,23,2,1,4,2.09117674057364,0.264285787796797,0.0504278589826923,0.0132875876648141,0,74.1716669822057,1.04230885427837,0.043915307722652,0.000592561469011808,0.264285787796797
"PL01_DAS05",1,1,1,0,5,0,25.0509178562896,0.134935823522715,0.0133732188479274,58,30.3063221480611,1.06592397945533,10.4816778585774,0.351482762449131,18.0249491137646
"PL01_DAS05",1,2,2,1,5,6.37406847795482,0.333275206332051,0.151619015942308,0.0903788037011201,0,98.2187235104213,1.10847323871032,0.134010133256377,0.00460097850530236,0.333275206332051
"PL01_DAS05",1,3,2,1,5,5.0902652835406,0.808382849170565,0.0962607395483517,0.0391579402015087,0,52.154310360582,1.00842965861217,0.233443768288615,0.0056900910393511,0.808382849170565
"PL01_DAS05",1,4,2,1,5,1.37583601781161,1.64769328284583,0.114594211375,0.0759814613667059,0,41.2696659341545,1.02114090243578,0.557174242801289,0.017341914022741,1.64769328284583
"PL01_DAS05",1,5,2,1,5,1.96574646999972,2.44392708438342,0.0717779778820513,0.0272223527771615,0,45.9659476131774,1.01545593392051,0.535128158937338,0.00989609193311396,2.44392708438342
"PL01_DAS05",1,6,2,1,5,0.778671097132285,3.40698072391459,0.0777329904059829,0.0272598636946994,0,55.1539877224105,1.01896063028548,0.819501636971367,0.0166831675564076,3.40698072391459
"PL01_DAS05",1,7,2,1,5,0.840154108448516,3.41973433398398,0.116298919919231,0.0390386512152606,0,51.3858732808567,1.00788512626124,1.36334212419744,0.0463390713831144,3.41973433398398
"PL01_DAS05",1,8,2,1,5,1.81535270273115,0.427736345105128,0.0805963067346154,0.00845728126129407,0,79.6047725650902,1.01630609982742,0.109893907851017,0.0022584616104394,0.427736345105128
"PL01_DAS05",1,9,2,1,5,1.74792908678913,2.86762343862366,0.0876081292323077,0.0320173770655607,0,16.888835385451,1.04684954442899,0.780364409916833,0.0181294936103411,2.86762343862366
"PL01_DAS05",1,10,2,1,5,7.02596874252499,0.120031479185949,0.0927283205641026,0.000155344261652358,0,85.6445007337192,1.00757005219939,0.0349866756728752,0.000811518921425423,0.120031479185949
"PL01_DAS05",1,11,2,1,5,6.87392243988325,0.17014356885412,0.0764642511794872,0.00293978101258475,0,88.7445737793525,1.0004431512781,0.0413135734843312,0.000798090694068419,0.17014356885412
"PL01_DAS05",1,12,2,1,5,6.74530762607648,0.232186579891519,0.0576948622384615,0.0115995504357065,0,93.3218410679519,1.00165502007405,0.0432010642665813,0.000644940964927191,0.232186579891519
"PL01_DAS05",1,13,2,1,5,6.71257939061008,0.240795404135149,0.0682594776442308,0.0164700184824131,0,86.757725264815,1.00096384021807,0.0531549159007364,0.000946844598039697,0.240795404135149
"PL01_DAS05",1,14,2,1,5,6.54147205862089,0.194185404229487,0.0975449616410256,0.00820915064261738,0,87.9009357081442,1.00035155790728,0.0595245107010597,0.00145238761710961,0.194185404229487
"PL01_DAS05",1,15,2,1,5,6.4183736966796,0.215145110580558,0.0895378233076923,0.00280056227718554,0,86.9058041748963,1.00409234085394,0.0598733330907917,0.00132557560133188,0.215145110580558
"PL01_DAS05",1,16,2,1,5,6.20884141682241,0.29719337904949,0.0791369678076923,0.0213296680411603,0,80.5796514229815,1.00910913644666,0.0766875234317166,0.00160530524220409,0.29719337904949
"PL01_DAS05",1,17,2,1,5,6.14722257505302,0.316114839896146,0.126993614098077,0.0565467382736487,0,81.7669570586796,1.02369864757252,0.128082228152878,0.0043239148515227,0.316114839896146
"PL01_DAS05",1,18,2,1,5,5.9078226747859,0.376810103436585,0.0672635570769231,0.0148637350919515,0,67.0016718974492,1.04049862883976,0.0789130238859419,0.00135229895062835,0.376810103436585
"PL01_DAS05",1,19,2,1,5,5.66681289625976,0.544188084097885,0.122058527106154,0.0688917659149948,0,65.6788893714295,1.03544422167748,0.210912585974362,0.00738581508759582,0.544188084097885
"PL01_DAS05",1,20,2,1,5,5.71160103153854,0.35565380964453,0.0839722449134615,0.0247854043892306,0,83.8791102642937,1.00245311204647,0.0986446984996754,0.00222842535353386,0.35565380964453
"PL01_DAS05",1,21,2,1,5,5.58371425969978,0.458719952227411,0.07520422602,0.00185645773596983,0,96.3283042418145,1.0202107591889,0.108886078681348,0.00205741851141976,0.458719952227411
"PL01_DAS05",1,22,2,1,5,5.43923140098355,0.502680610393677,0.0953422567076923,0.0262179238071396,0,72.8289322449535,1.02145004818322,0.152461230667617,0.00379615406431968,0.502680610393677
"PL01_DAS05",1,23,2,1,5,5.23983909876763,0.284865079705937,0.0732582745769231,0.00690796675525691,0,92.6049927049197,1.00088551150394,0.0665766657479323,0.00124160025686069,0.284865079705937
"PL01_DAS05",1,24,2,1,5,4.91924496979559,0.882109722177056,0.0758573341358974,0.011912735657359,0,88.1913972902213,1.02845508717478,0.219418729932804,0.00439959796990741,0.882109722177056
"PL01_DAS05",1,25,2,1,5,4.80870704844612,0.941115436289107,0.0997917693945055,0.0284659761908201,0,78.4223302622694,1.01562410552569,0.31366428700881,0.00861176490053846,0.941115436289107
"PL01_DAS05",1,26,2,1,5,4.61966799081417,0.985665348873932,0.130412786984615,0.0561570520002182,0,65.0059275324946,1.02406097185106,0.462400868191082,0.0180687356719904,0.985665348873932
"PL01_DAS05",1,27,2,1,5,4.37850028772895,0.5910457060317,0.158294568719231,0.11614596226736,0,76.4671496210704,1.00469152289274,0.294836421025872,0.0135578459123367,0.5910457060317
"PL01_DAS05",1,28,2,1,5,4.42652904374288,0.625608432097716,0.153765845923077,0.00855638810265535,0,103.711481456629,1.03491237692435,0.299237305630895,0.011404763598172,0.625608432097716
"PL01_DAS05",1,29,2,1,5,4.72343994280067,0.239733686410951,0.0686713340038462,0.0114687584743228,0,101.452780528029,1.00920963013415,0.0520023181615598,0.000907501636875261,0.239733686410951
"PL01_DAS05",1,30,2,1,5,4.99484926449749,0.385572584815305,0.161267462384615,0.050651052554293,0,82.3022309677763,1.01416723894851,0.191038945168146,0.00770867399650715,0.385572584815305
"PL01_DAS05",1,31,2,1,5,3.72066594769922,1.06801787941794,0.0882780629811966,0.0526604682879088,0,32.9664986444949,1.11824903513408,0.313480479893033,0.0088265125587668,1.06801787941794
"PL01_DAS05",1,32,2,1,5,2.98615397862015,1.01311018602308,0.165333183723077,0.0858726373383199,0,34.5617364745232,1.07223783089021,0.561798179679415,0.0272750976956791,1.01311018602308
"PL01_DAS05",1,33,2,1,5,3.3736823396807,0.963769659870406,0.146608386901099,0.0436408411423442,0,105.946387218343,1.05016107119734,0.471981352191084,0.0190479315754944,0.963769659870406
"PL01_DAS05",1,34,2,1,5,3.24574690870656,0.906023449066544,0.117879193521538,0.0313904267037159,0,84.7948466881816,1.00461725478053,0.363301507706256,0.0118641243270884,0.906023449066544
"PL01_DAS05",1,35,2,1,5,3.22983711195739,0.876827519864342,0.0643395021299145,0.00229236558765379,0,82.0617645861556,1.02108754492961,0.177155281492363,0.00285068700763227,0.876827519864342
"PL01_DAS05",1,36,2,1,5,3.45706753859178,0.476459957552946,0.109597492846154,0.0370118899318746,0,99.0965589505126,1.01048109782276,0.171762366048119,0.00515547182404647,0.476459957552946
"PL01_DAS05",1,37,2,1,5,3.95838091424844,1.10601646674507,0.115251233541346,0.0344690344454255,0,77.6056048778159,1.01280742699926,0.418321739259025,0.0131210968142723,1.10601646674507
"PL01_DAS05",1,38,2,1,5,3.70733319043021,1.07256259332992,0.081027498491453,0.00748975626438108,0,65.4012118573406,1.02110450950417,0.272103907096134,0.00551442447184644,1.07256259332992
"PL01_DAS05",1,39,2,1,5,3.56456987638125,1.15364627049018,0.0846067041865385,0.00939324359350954,0,62.4626476736305,1.03662165735936,0.314298191700756,0.00682459596165893,1.15364627049018
"PL01_DAS05",1,40,2,1,5,3.42979136068374,1.42686569576099,0.0810911693661538,0.020983684015712,0,50.3247552862848,1.02570434814291,0.393020705742926,0.00876100053821337,1.42686569576099
"PL01_DAS05",1,41,2,1,5,4.52566630430135,0.838520270275396,0.0971853108527473,0.0234803923786643,0,88.7024021083199,1.06859938643605,0.268597199263835,0.00692493598304914,0.838520270275396
"PL01_DAS05",1,42,2,1,5,4.19014084300875,1.01931279604376,0.133322481472527,0.0422078686081667,0,48.4756271250408,1.06039696592765,0.470333623530594,0.0179381617982266,1.01931279604376
"PL01_DAS05",1,43,2,1,5,2.6764511473278,0.802518363547066,0.0672171282215385,0.00552266241382606,0,56.4301643235573,1.0384536358001,0.170229563258564,0.00288330562788815,0.802518363547066
"PL01_DAS05",1,44,2,1,5,2.86708128350093,0.708704365087195,0.1479834861,0.0635430841204936,0,71.407002554378,1.00909348641773,0.331626471257579,0.0132415627384597,0.708704365087195
"PL01_DAS05",1,45,2,1,5,2.98958210864476,1.06028605767166,0.151988082924615,0.0984028329767022,0,62.5499145252972,1.02004502657003,0.574874722598378,0.027923014763872,1.06028605767166
"PL01_DAS05",1,46,2,1,5,3.09852892576035,1.41160477340411,0.0871383090794872,0.0197558239557989,0,79.3416809592077,1.00472475839224,0.419775753951696,0.0100762353184782,1.41160477340411
"PL01_DAS05",1,47,2,1,5,1.95396566153266,1.7843354347104,0.192946847128205,0.139702983758283,0,42.3581621653903,1.07747913954347,0.985711615127842,0.0551414206265687,1.7843354347104
"PL01_DAS05",1,48,2,1,5,1.98950726977385,0.792135394098354,0.148212091961538,0.0149842349412358,0,64.4444769687282,1.0530023765861,0.363938913035963,0.0133681948780356,0.792135394098354
"PL01_DAS05",1,49,2,1,5,2.5825925081932,0.542205930264268,0.115635057215385,0.0219615860076465,0,72.7816026110734,1.01307107502968,0.206513264349964,0.00631492774385858,0.542205930264268
"PL01_DAS05",1,50,2,1,5,1.20925986819299,4.03394147464578,0.0808631933879808,0.0176827410363374,0,31.791911444949,1.07325605159243,1.03973491234636,0.0220252957232851,4.03394147464578
"PL01_DAS05",1,51,2,1,5,1.47308496495637,1.88972633822742,0.133722052221978,0.037974584653116,0,63.2253311349487,1.09946233360209,0.790116316719884,0.0273975239095958,1.88972633822742
"PL01_DAS05",1,52,2,1,5,2.27142575580012,1.48300838296922,0.0841389458461539,0.0217435136923077,0,77.6545512093351,1.00157137801993,0.418469758170333,0.00963375732816415,1.48300838296922
